,"(0, 0)","(0, 1)"
571,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6935461669668581}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 456.9199469557957}}"
572,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06049252293174981}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1380.3396752588349}}"
573,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.054690915574922304}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3625.0000940267655}}"
574,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.29739304496244057}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 134.86079096776797}}"
575,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5455974939831999}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4474.517929291944}}"
576,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16519914442987066}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3891.443188514548}}"
577,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.02680944697284185}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2674.1135889548837}}"
578,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.517918000357283}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1629.3443846481139}}"
579,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.06879506594621783}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6603.306271927518}}"
580,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3512389017127925}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5898.974299282285}}"
581,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.24485070443649856}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2760.1049518872405}}"
582,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4125716954444677}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5754.192923312295}}"
583,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.86831864980314}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3860.569479956492}}"
584,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47295606396809947}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4794.534046601291}}"
585,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7495297020855254}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 339.370156877673}}"
586,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1900781643940769}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2603.5596755830065}}"
587,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34197093595935235}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4646.254810646771}}"
588,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9335068582429011}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5085.790190072038}}"
589,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.15392570400745195}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3595.1724824592993}}"
590,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.18191291071916127}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1340.2477560049442}}"
591,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.47553229389818324}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1763.4232670549404}}"
592,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.41064955598487474}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1834.6978517651003}}"
593,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.2694075536423337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5244.792217330921}}"
594,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.37682226373670746}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1583.384558682007}}"
595,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5926067459333771}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7441.189076453094}}"
596,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.46810242142826086}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3723.8716539254615}}"
597,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.19609717999249562}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3184.2961539663193}}"
598,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.24064503549898397}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7131.787380719599}}"
599,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6401990655495623}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3523.079622671193}}"
600,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.48818786550945137}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5505.126663194785}}"
601,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8612195071498894}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2565.0278419448186}}"
602,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.011323421695510115}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6906.500081253011}}"
603,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9687092270113247}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5113.44621977078}}"
604,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.17603001865914217}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2749.4199517665656}}"
605,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.0877725345117306}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5013.861361934468}}"
606,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.29006317549429583}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 930.4640965638647}}"
607,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1505498433910071}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7791.830528412945}}"
608,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.10243180797153818}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3831.649677664979}}"
609,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4441936097178145}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6149.526663702027}}"
610,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11633679606534388}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3961.336845446478}}"
611,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6709781072930336}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6431.973843561927}}"
612,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9043718394406508}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3726.5421384729407}}"
613,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.26453781097026724}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3022.221419140017}}"
614,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.26734518721023154}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5294.568936827008}}"
615,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8127864734978015}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1216.5624636775653}}"
616,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7913915055887882}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 296.554034092435}}"
617,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8181231504436111}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6712.365781533651}}"
618,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4593807551670292}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4209.467519125186}}"
619,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.3345627305313589}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3588.0490593002937}}"
620,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5314505310975253}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5091.89687287491}}"
621,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.276305048989992}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4530.842566155167}}"
622,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8888550394733625}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6825.979449318051}}"
623,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6247130998644035}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 886.2900506264285}}"
624,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9066090255237066}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3773.7679346243835}}"
625,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.43904258418234526}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5594.725327663716}}"
626,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.12592563898896061}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2759.812140706535}}"
627,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8037714893057718}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1028.6244199250036}}"
628,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8910248428150773}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4967.990556304748}}"
629,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8106598012750543}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6391.4767793232895}}"
630,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.28457762448378127}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2954.441508692051}}"
631,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7090174121453324}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1550.9192186157338}}"
632,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.1662370612090644}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2997.321432292028}}"
633,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4258442978114337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5020.161921662694}}"
634,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8299089900530296}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2198.1415817566267}}"
635,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5106057032596303}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 764.1225131647478}}"
636,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6369010304193136}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1399.334114589759}}"
637,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5361789164792131}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4221.098066432258}}"
638,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8009617767910434}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7226.165379867887}}"
639,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7132415142125142}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5907.308933778134}}"
640,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.175470436874971}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 918.8591432909127}}"
641,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.29897913199876974}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2656.145412707791}}"
642,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.253547553098092}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3803.1981432647867}}"
643,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9743890444010481}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 7714.23843974265}}"
644,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.440410055963739}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2205.659426631466}}"
645,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13517905762414278}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5959.5654714343855}}"
646,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.821604395906226}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4770.651695066731}}"
647,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9263725534743007}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5857.885045357007}}"
648,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8368329823695764}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4566.390141148131}}"
649,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.4761214788006193}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1451.330574399779}}"
650,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.34515336552295217}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2958.964332032115}}"
651,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9986975732456514}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1977.6705135757086}}"
652,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.40278026476626333}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2960.9439910405326}}"
653,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.48890972228520646}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3707.0930652523202}}"
654,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.22202509219049912}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2762.7413903702695}}"
655,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7870570888667592}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1929.9486755075743}}"
656,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.502426957511326}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3421.58699642545}}"
657,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.44482366263883516}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4766.375390856275}}"
658,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7281729496285239}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5948.299080559301}}"
659,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.11289849572447402}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 998.3977452093559}}"
660,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8515086373175375}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4912.703875517514}}"
661,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6733421145697238}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4917.563461690691}}"
662,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6486895403750618}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 740.0673733227914}}"
663,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5457286259081214}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1011.7284644359579}}"
664,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8067887806366056}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 3567.128059181663}}"
665,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6586151190506196}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4699.0174667770025}}"
666,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.01679286427577337}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2936.245782341624}}"
667,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.9765856080375612}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2182.922123882264}}"
668,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.43878285765581704}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4508.671355503589}}"
669,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5606590282544938}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4065.5998632310084}}"
670,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.6589946274486997}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 6029.187859106627}}"
671,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.8425623082506707}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2178.907666229953}}"
672,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5038102124041224}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1392.7046159600388}}"
673,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.25159774847728666}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1903.8451725842965}}"
674,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.7680745780576851}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 4299.320335451297}}"
675,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.37127576523126177}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2529.64123026313}}"
676,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.13147563563584247}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 1224.7391468433993}}"
677,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.5335107088262029}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 5104.359003109997}}"
678,"{'operation': 'osc_saw_fixedfreq', 'parameters': {'amp': 0.16592776393853553}}","{'operation': 'lowpass_filter', 'parameters': {'filter_freq': 2138.2831382545182}}"
